Date,Stock Splits,symbol
1993-10-04 00:00:00-04:00,2.0,IDXX
1995-06-06 00:00:00-04:00,2.0,IDXX
2007-11-27 00:00:00-05:00,2.0,IDXX
2015-06-16 00:00:00-04:00,2.0,IDXX
