Date,Stock Splits,symbol
1992-07-21 00:00:00-04:00,1.5,STZ
2001-05-15 00:00:00-04:00,2.0,STZ
2002-05-14 00:00:00-04:00,2.0,STZ
2005-05-16 00:00:00-04:00,2.0,STZ
