Date,Stock Splits,symbol
1981-12-01 00:00:00-05:00,2.0,TGT
1983-07-25 00:00:00-04:00,2.0,TGT
1996-07-18 00:00:00-04:00,3.0,TGT
1998-05-01 00:00:00-04:00,2.0,TGT
2000-07-20 00:00:00-04:00,2.0,TGT
