Date,Stock Splits,symbol
1972-06-16 00:00:00-04:00,2.0,MMM
1987-06-16 00:00:00-04:00,2.0,MMM
1994-04-11 00:00:00-04:00,2.0,MMM
2003-09-30 00:00:00-04:00,2.0,MMM
2024-04-01 00:00:00-04:00,1.196,MMM
