Date,Stock Splits,symbol
1979-10-03 00:00:00-04:00,1.5,ETN
1988-09-20 00:00:00-04:00,1.5,ETN
1993-06-29 00:00:00-04:00,2.0,ETN
2001-01-02 00:00:00-05:00,1.1524720525527257,ETN
2004-02-24 00:00:00-05:00,2.0,ETN
2011-03-01 00:00:00-05:00,2.0,ETN
