Date,Stock Splits,symbol
1993-08-17 00:00:00-04:00,2.0,AOS
1998-08-18 00:00:00-04:00,1.5,AOS
2010-11-16 00:00:00-05:00,1.5,AOS
2013-05-16 00:00:00-04:00,2.0,AOS
2016-10-06 00:00:00-04:00,2.0,AOS
