Date,Stock Splits,symbol
1971-06-08 00:00:00-04:00,2.0,GE
1983-06-02 00:00:00-04:00,2.0,GE
1987-05-26 00:00:00-04:00,2.0,GE
1994-05-16 00:00:00-04:00,2.0,GE
1997-05-12 00:00:00-04:00,2.0,GE
2000-05-08 00:00:00-04:00,3.0,GE
2019-02-26 00:00:00-05:00,1.04,GE
2021-08-02 00:00:00-04:00,0.125,GE
2023-01-04 00:00:00-05:00,1.281,GE
2024-04-02 00:00:00-04:00,1.253,GE
