Date,Stock Splits,symbol
1991-04-22 00:00:00-04:00,1.5,RJF
1992-02-04 00:00:00-05:00,1.5,RJF
1993-11-16 00:00:00-05:00,1.5,RJF
1997-04-04 00:00:00-05:00,1.5,RJF
1998-04-03 00:00:00-05:00,1.5,RJF
2004-03-25 00:00:00-05:00,1.5,RJF
2006-03-23 00:00:00-05:00,1.5,RJF
2021-09-22 00:00:00-04:00,1.5,RJF
