Date,Stock Splits,symbol
1987-03-30 00:00:00-05:00,3.0,ADSK
1994-10-31 00:00:00-05:00,2.0,ADSK
2002-04-19 00:00:00-04:00,2.0,ADSK
2004-12-21 00:00:00-05:00,2.0,ADSK
