Date,Stock Splits,symbol
1987-09-21 00:00:00-04:00,2.0,MSFT
1990-04-16 00:00:00-04:00,2.0,MSFT
1991-06-27 00:00:00-04:00,1.5,MSFT
1992-06-15 00:00:00-04:00,1.5,MSFT
1994-05-23 00:00:00-04:00,2.0,MSFT
1996-12-09 00:00:00-05:00,2.0,MSFT
1998-02-23 00:00:00-05:00,2.0,MSFT
1999-03-29 00:00:00-05:00,2.0,MSFT
2003-02-18 00:00:00-05:00,2.0,MSFT
