Date,Stock Splits,symbol
1992-06-29 00:00:00-04:00,2.0,LOW
1994-04-04 00:00:00-04:00,2.0,LOW
1998-06-29 00:00:00-04:00,2.0,LOW
2001-07-02 00:00:00-04:00,2.0,LOW
2006-07-03 00:00:00-04:00,2.0,LOW
