Date,Stock Splits,symbol
1962-12-18 00:00:00-05:00,1.03,DIS
1967-11-16 00:00:00-05:00,2.0,DIS
1971-03-01 00:00:00-05:00,2.0,DIS
1973-01-16 00:00:00-05:00,2.0,DIS
1986-03-06 00:00:00-05:00,4.0,DIS
1992-05-18 00:00:00-04:00,4.0,DIS
1998-07-10 00:00:00-04:00,3.0,DIS
2007-06-13 00:00:00-04:00,1.0136847440446022,DIS
