Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol
1980-03-17 00:00:00-05:00,0.3598188586948336,0.38803994565129113,0.3551152006622197,0.3645225167274475,2568000,0.0,0.0,NUE
1980-03-24 00:00:00-05:00,0.3645230188242902,0.3645230188242902,0.2822112582845586,0.33630189299583435,4051200,0.0,0.0,NUE
1980-03-31 00:00:00-05:00,0.3421811089542586,0.37863329733195455,0.3421811089542586,0.3727538287639618,3657600,0.0,0.0,NUE
1980-04-07 00:00:00-05:00,0.37275379086138855,0.37628121327157715,0.34335688163046146,0.3527637720108032,2428800,0.0,0.0,NUE
1980-04-14 00:00:00-05:00,0.3527637460828147,0.3527637460828147,0.3339495360851288,0.3339495360851288,1401600,0.0,0.0,NUE
1980-04-21 00:00:00-05:00,0.33394956063028075,0.3539395794808661,0.3210152478397504,0.3527637720108032,2908800,0.0,0.0,NUE
1980-04-28 00:00:00-04:00,0.35629160710718133,0.39274378994353343,0.35629160710718133,0.3692259192466736,2289600,0.0,0.0,NUE
1980-05-05 00:00:00-04:00,0.3715779170415026,0.4209648363043711,0.3715779170415026,0.4045022428035736,3787200,0.0,0.0,NUE
1980-05-12 00:00:00-04:00,0.40215087679157074,0.4468341640061803,0.39744721422475937,0.4362514615058899,4180800,0.0,0.0,NUE
1980-05-19 00:00:00-04:00,0.4374273419380188,0.4421310052838371,0.41155783946616736,0.4374273419380188,3892800,0.0,0.0,NUE
1980-05-26 00:00:00-04:00,0.4374274528096965,0.43977906976860387,0.420965272856928,0.4268447458744049,2164800,0.0,0.0,NUE
1980-06-02 00:00:00-04:00,0.42684439513964495,0.4409549465389745,0.42684439513964495,0.4338996708393097,3960000,0.0,0.0,NUE
1980-06-09 00:00:00-04:00,0.4338998414559401,0.44565835183245334,0.43037198690896933,0.43860307335853577,1948800,0.0,0.0,NUE
1980-06-16 00:00:00-04:00,0.4362516443302428,0.4374274528096965,0.4233168898158353,0.4268447458744049,2332800,0.0,0.0,NUE
1980-06-23 00:00:00-04:00,0.4291958346147027,0.47035166446565313,0.4291958346147027,0.45153746008872986,2611200,0.0,0.0,NUE
1980-06-30 00:00:00-04:00,0.4491861092764047,0.4574171939466125,0.442130832327665,0.4538893401622772,998400,0.0,0.0,NUE
1980-07-07 00:00:00-04:00,0.4574174539950833,0.517387126843036,0.4574174539950833,0.5150355100631714,3072000,0.0,0.0,NUE
1980-07-14 00:00:00-04:00,0.5185632050492924,0.5585428310103872,0.5185632050492924,0.5503117442131042,3331200,0.0,0.0,NUE
1980-07-21 00:00:00-04:00,0.5503114852989365,0.5597183756957239,0.5420804023742676,0.5420804023742676,1992000,0.0,0.0,NUE
1980-07-28 00:00:00-04:00,0.5420805779244271,0.557366941252061,0.5350253001870592,0.5550153255462646,2822400,0.0,0.0,NUE
1980-08-04 00:00:00-04:00,0.5550153072329899,0.6008743957027257,0.5514874531707213,0.5785327553749084,2856000,0.0,0.0,NUE
1980-08-11 00:00:00-04:00,0.5785326556855356,0.5926432082632316,0.5761810404625498,0.5867637395858765,1252800,0.0,0.0,NUE
1980-08-18 00:00:00-04:00,0.5867640449487244,0.5867640449487244,0.5420807487386379,0.5738292932510376,3710400,0.0,0.0,NUE
1980-08-25 00:00:00-04:00,0.5738287363094993,0.5761807810935979,0.512683323077476,0.5232660174369812,3316800,0.0,0.0,NUE
1980-09-01 00:00:00-04:00,0.52326600216727,0.5855876512825489,0.5209143880714918,0.5644218325614929,2419200,0.0,0.0,NUE
1980-09-08 00:00:00-04:00,0.5632462431935121,0.5667736657004357,0.5420804162924189,0.5561909675598145,2692800,0.0,0.0,NUE
1980-09-15 00:00:00-04:00,0.555015418066668,0.5738292080892324,0.5479601391531936,0.5714775919914246,1896000,0.0,0.0,NUE
1980-09-22 00:00:00-04:00,0.573828486465199,0.5961705337781009,0.573828486465199,0.5832358002662659,2016000,0.0,0.0,NUE
1980-09-29 00:00:00-04:00,0.5808841097228769,0.5808841097228769,0.5479597832574644,0.5703014135360718,2097600,0.0,0.0,NUE
1980-10-06 00:00:00-04:00,0.5703012859775747,0.6091050708096996,0.5691254789553397,0.5808839797973633,2923200,0.0,0.0,NUE
1980-10-13 00:00:00-04:00,0.5808844483366671,0.5949950052243596,0.5667738914489746,0.5667738914489746,1334400,0.0,0.0,NUE
1980-10-20 00:00:00-04:00,0.566773834695225,0.566773834695225,0.5550153255462646,0.5550153255462646,2212800,0.0,0.0,NUE
1980-10-27 00:00:00-05:00,0.5550149455586961,0.5738287195642897,0.5503112867474556,0.5644218325614929,1368000,0.0,0.0,NUE
1980-11-03 00:00:00-05:00,0.5644219649194516,0.6091052269356465,0.5644219649194516,0.5973467230796814,2102400,0.0,0.0,NUE
1980-11-10 00:00:00-05:00,0.5973468596966582,0.6914170651577516,0.5949948138917094,0.6820101737976074,4075200,0.0,0.0,NUE
1980-11-17 00:00:00-05:00,0.6796580330971747,0.6984722438104616,0.6537889778137066,0.6584922075271606,2390400,0.0,0.0,NUE
