Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol
2018-01-01 00:00:00-05:00,13.495703461308867,13.90057482255825,13.461964717475826,13.630661010742188,1185300,0.0,0.0,VICI
2018-01-08 00:00:00-05:00,13.630660090106415,13.637406808776877,13.158309986043626,13.488954544067383,1798500,0.0,0.0,VICI
2018-01-15 00:00:00-05:00,13.833092838884838,15.513307375600913,13.833092838884838,14.001789093017578,3828100,0.0,0.0,VICI
2018-01-22 00:00:00-05:00,14.001790546095599,15.513308985541316,13.15830918789707,14.23796558380127,229400,0.0,0.0,VICI
2018-01-29 00:00:00-05:00,13.900573805580544,15.499813827995574,13.765616266020833,14.17723560333252,30269600,0.0,0.0,VICI
2018-02-05 00:00:00-05:00,14.022034442308836,14.23796546223595,12.476775989498517,13.43497085571289,42910800,0.0,0.0,VICI
2018-02-12 00:00:00-05:00,13.468710526904523,13.502450555509288,13.036848457167453,13.488954544067383,9344300,0.0,0.0,VICI
2018-02-19 00:00:00-05:00,13.394482026832952,13.549682262372503,13.22578578288556,13.374238014221191,10103100,0.0,0.0,VICI
2018-02-26 00:00:00-05:00,13.353996896684558,13.380987629700133,12.92820717561211,13.090829849243164,10312000,0.0,0.0,VICI
2018-03-05 00:00:00-05:00,13.063836080150582,13.300009765588175,12.87489584475045,13.225784301757812,10856800,0.0,0.0,VICI
2018-03-12 00:00:00-04:00,13.225787767969493,13.327005272119818,12.955873994551828,13.104326248168945,30586500,0.0,0.0,VICI
2018-03-19 00:00:00-04:00,13.11107405770569,13.114447416738516,12.328323482951651,12.463279724121094,12399700,0.0,0.0,VICI
2018-03-26 00:00:00-04:00,12.598236517635527,12.77368077926956,12.048286359729834,12.362061500549316,15094400,0.16,0.0,VICI
2018-04-02 00:00:00-04:00,12.490444925942553,12.51767137816939,12.252207302077371,12.442797660827637,16212000,0.0,0.0,VICI
2018-04-09 00:00:00-04:00,12.44960974510564,12.48704597010729,12.190951201423355,12.388348579406738,8693300,0.0,0.0,VICI
2018-04-16 00:00:00-04:00,12.388343986007326,12.538092725362912,12.296452271530947,12.374730110168457,8384500,0.0,0.0,VICI
2018-04-23 00:00:00-04:00,12.415574613437009,12.415574613437009,11.966326946045193,12.286245346069336,5635500,0.0,0.0,VICI
2018-04-30 00:00:00-04:00,12.293048865547773,12.45641149020563,12.10926672423939,12.265822410583496,13776900,0.0,0.0,VICI
2018-05-07 00:00:00-04:00,12.252209713584497,13.232386854192697,12.238595835646265,12.93288803100586,15155300,0.0,0.0,VICI
2018-05-14 00:00:00-04:00,13.0009564303261,13.64760006821725,12.98734255206543,13.314067840576172,18140700,0.0,0.0,VICI
2018-05-21 00:00:00-04:00,13.368520446292047,13.599951155704863,13.341293991338574,13.518270492553711,11581300,0.0,0.0,VICI
2018-05-28 00:00:00-04:00,13.531888008117676,13.6476034050439,13.150708411657078,13.531888008117676,23625100,0.0,0.0,VICI
2018-06-04 00:00:00-04:00,13.729281502210817,14.212562476933952,13.552304986620548,13.913064956665039,24635000,0.0,0.0,VICI
2018-06-11 00:00:00-04:00,13.95390207084889,14.130878545591107,13.885833996211032,13.96751594543457,25492200,0.0,0.0,VICI
2018-06-18 00:00:00-04:00,13.906258502829564,14.355506097192823,13.906258502829564,14.280631065368652,21268100,0.0,0.0,VICI
2018-06-25 00:00:00-04:00,14.26021030318339,14.26021030318339,13.742894661195706,14.049199104309082,15761800,0.263,0.0,VICI
2018-07-02 00:00:00-04:00,14.180947295310743,14.560117803669558,14.112007083343215,14.546329498291016,7323000,0.0,0.0,VICI
2018-07-09 00:00:00-04:00,14.567008811408487,14.62905486289202,14.346401212767045,14.594585418701172,6974900,0.0,0.0,VICI
2018-07-16 00:00:00-04:00,14.601478557426075,14.649736301914984,14.174050378520885,14.291248321533203,9596800,0.0,0.0,VICI
2018-07-23 00:00:00-04:00,14.325720846672702,14.34640198833523,13.953444517646208,14.008596420288086,5302100,0.0,0.0,VICI
2018-07-30 00:00:00-04:00,14.022385250404339,14.429131040734736,13.305409174254105,13.470866203308105,12878100,0.0,0.0,VICI
2018-08-06 00:00:00-04:00,13.477761279405895,14.022387579431806,13.460526552870025,13.891401290893555,9262200,0.0,0.0,VICI
2018-08-13 00:00:00-04:00,13.918974164789196,14.401552952734999,13.774199607957959,14.249885559082031,8084400,0.0,0.0,VICI
2018-08-20 00:00:00-04:00,14.20852279323752,14.35329604359784,13.994808021384092,14.27056884765625,5899300,0.0,0.0,VICI
2018-08-27 00:00:00-04:00,14.298141534588254,14.484279663908998,14.222307189696506,14.415339469909668,8952100,0.0,0.0,VICI
2018-09-03 00:00:00-04:00,14.373977701265705,14.480833766329223,14.287802776575774,14.367083549499512,6930000,0.0,0.0,VICI
2018-09-10 00:00:00-04:00,14.442917044003336,14.7186765236061,14.353294391304361,14.663524627685547,16165000,0.0,0.0,VICI
2018-09-17 00:00:00-04:00,14.71178815684322,15.035805508412665,14.677318701436523,14.773834228515625,34566000,0.0,0.0,VICI
2018-09-24 00:00:00-04:00,14.828984165176228,14.91860552621674,14.401555874634273,14.904818534851074,17870600,0.288,0.0,VICI
2018-10-01 00:00:00-04:00,15.132139698113953,15.181065572458948,14.607931616194554,14.65685749053955,12972400,0.0,0.0,VICI
2018-10-08 00:00:00-04:00,14.712772606195866,15.107676391528722,14.279428015624818,14.4262056350708,9676500,0.0,0.0,VICI
2018-10-15 00:00:00-04:00,14.552016702167316,15.132140281879504,14.464648685143612,15.125150680541992,14297700,0.0,0.0,VICI
2018-10-22 00:00:00-04:00,15.153109791883512,15.446666396085321,14.593953657002338,15.236982345581055,17493200,0.0,0.0,VICI
2018-10-29 00:00:00-04:00,15.327842678944481,15.600430422046554,14.817613860732424,14.978370666503906,20138100,0.0,0.0,VICI
2018-11-05 00:00:00-05:00,14.957405405318788,15.509571955540764,14.915469127178588,15.167089462280273,15418600,0.0,0.0,VICI
2018-11-12 00:00:00-05:00,15.13912868810043,15.229992165184997,14.68481530206771,14.887508392333984,42116000,0.0,0.0,VICI
2018-11-19 00:00:00-05:00,14.91547067247224,15.167091033642654,14.83858637697453,15.132143020629883,48602200,0.0,0.0,VICI
2018-11-26 00:00:00-05:00,15.544516192669233,15.635379669700644,15.041276934560782,15.216012954711914,47543300,0.0,0.0,VICI
2018-12-03 00:00:00-05:00,15.278915965610022,15.425693562816189,14.7861605086424,15.048264503479004,18061300,0.0,0.0,VICI
2018-12-10 00:00:00-05:00,15.00632917821789,15.048266783599649,14.321364287876518,14.4262056350708,26079500,0.0,0.0,VICI
2018-12-17 00:00:00-05:00,14.433195101820061,14.527552713356936,12.993370658680062,13.035306930541992,23133300,0.0,0.0,VICI
2018-12-24 00:00:00-05:00,12.930466176761202,13.01434005745798,12.329373808969587,12.979392051696777,14639300,0.288,0.0,VICI
2018-12-31 00:00:00-05:00,13.17653637811173,13.620250573870825,13.013249879058367,13.474712371826172,18391800,0.0,0.0,VICI
2019-01-07 00:00:00-05:00,13.552808379569822,14.475733492856431,13.446317228668821,14.41183853149414,17860400,0.0,0.0,VICI
