Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol
2025-07-07 09:30:00-04:00,81.87999725341797,82.47989654541016,81.78500366210938,82.36250305175781,103775,0.0,0.0,UAL
2025-07-07 09:31:00-04:00,82.29640197753906,82.5,82.29640197753906,82.49600219726562,6278,0.0,0.0,UAL
2025-07-07 09:38:00-04:00,83.08000183105469,83.1500015258789,83.01000213623047,83.1449966430664,157600,0.0,0.0,UAL
2025-07-07 09:39:00-04:00,83.1449966430664,83.44999694824219,83.08000183105469,83.08000183105469,38784,0.0,0.0,UAL
2025-07-07 09:40:00-04:00,83.19000244140625,83.26000213623047,83.05000305175781,83.05000305175781,11860,0.0,0.0,UAL
2025-07-07 09:41:00-04:00,83.08000183105469,83.23999786376953,83.08000183105469,83.18000030517578,9385,0.0,0.0,UAL
2025-07-07 09:42:00-04:00,83.125,83.13999938964844,82.9800033569336,83.0,17229,0.0,0.0,UAL
2025-07-07 09:43:00-04:00,83.07499694824219,83.23799896240234,82.9000015258789,83.13999938964844,13989,0.0,0.0,UAL
2025-07-07 09:44:00-04:00,83.13999938964844,83.23999786376953,83.05259704589844,83.12999725341797,19187,0.0,0.0,UAL
2025-07-07 09:45:00-04:00,83.18499755859375,83.19499969482422,82.97000122070312,83.03500366210938,13249,0.0,0.0,UAL
2025-07-07 09:46:00-04:00,83.01000213623047,83.01000213623047,82.8499984741211,82.92749786376953,20453,0.0,0.0,UAL
2025-07-07 09:47:00-04:00,82.98829650878906,83.03500366210938,82.83190155029297,82.91500091552734,22335,0.0,0.0,UAL
2025-07-07 09:48:00-04:00,82.9000015258789,83.27999877929688,82.87920379638672,83.27999877929688,41138,0.0,0.0,UAL
2025-07-07 09:49:00-04:00,83.22000122070312,83.2300033569336,83.15499877929688,83.16999816894531,2728,0.0,0.0,UAL
2025-07-07 09:50:00-04:00,83.22000122070312,83.54620361328125,83.16999816894531,83.54620361328125,33375,0.0,0.0,UAL
2025-07-07 09:51:00-04:00,83.5,83.62310028076172,83.43000030517578,83.55999755859375,12526,0.0,0.0,UAL
2025-07-07 09:52:00-04:00,83.58999633789062,83.59809875488281,83.5,83.54720306396484,6805,0.0,0.0,UAL
2025-07-07 09:53:00-04:00,83.51000213623047,83.81439971923828,83.43000030517578,83.76000213623047,25363,0.0,0.0,UAL
2025-07-07 09:54:00-04:00,83.79000091552734,83.91000366210938,83.7405014038086,83.86000061035156,23231,0.0,0.0,UAL
2025-07-07 09:55:00-04:00,83.80999755859375,83.81500244140625,83.47000122070312,83.53500366210938,43622,0.0,0.0,UAL
2025-07-07 09:56:00-04:00,83.5199966430664,83.54000091552734,83.41999816894531,83.54000091552734,5774,0.0,0.0,UAL
2025-07-07 09:57:00-04:00,83.50499725341797,83.55000305175781,83.40499877929688,83.45249938964844,15326,0.0,0.0,UAL
2025-07-07 09:58:00-04:00,83.50499725341797,83.58000183105469,83.43000030517578,83.44000244140625,11098,0.0,0.0,UAL
2025-07-07 09:59:00-04:00,83.38999938964844,83.44999694824219,83.38500213623047,83.44000244140625,7063,0.0,0.0,UAL
2025-07-07 10:00:00-04:00,83.41999816894531,83.55999755859375,83.30999755859375,83.38999938964844,13864,0.0,0.0,UAL
2025-07-07 10:01:00-04:00,83.38999938964844,83.52999877929688,83.375,83.46109771728516,14518,0.0,0.0,UAL
