Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol
2020-08-10 00:00:00-04:00,125.71331082724026,127.19961203337486,125.10919186485707,126.63385772705078,1028400,0.0,0.0,VMC
2020-08-11 00:00:00-04:00,128.04345112632856,130.5462107207745,127.24755282736226,127.76537322998047,760500,0.0,0.0,VMC
2020-08-12 00:00:00-04:00,128.08183487789796,128.7626539490035,125.36811317876338,126.47085571289062,908400,0.0,0.0,VMC
2020-08-13 00:00:00-04:00,125.13794261993786,126.39411426223336,123.68039313772117,124.31327819824219,484400,0.0,0.0,VMC
2020-08-14 00:00:00-04:00,123.71876984393113,125.5119297249681,123.26808025375145,124.40918731689453,313500,0.0,0.0,VMC
2020-08-17 00:00:00-04:00,124.41875420840059,125.70369197336528,124.15984403336755,124.68724822998047,585600,0.0,0.0,VMC
2020-08-18 00:00:00-04:00,125.2929672195005,125.78328890025477,123.29320059436155,123.67776489257812,452300,0.34,0.0,VMC
2020-08-19 00:00:00-04:00,123.58163778866212,124.24502378711432,121.82223454922446,122.12989044189453,526200,0.0,0.0,VMC
2020-08-20 00:00:00-04:00,121.14921262898606,121.80298217237876,120.49544308559338,121.24535369873047,389200,0.0,0.0,VMC
2020-08-21 00:00:00-04:00,120.78386104646854,121.52416265502866,119.99549257267157,120.97615051269531,560000,0.0,0.0,VMC
2020-08-24 00:00:00-04:00,121.6395518577424,121.89914085215631,119.24560440032869,119.86091613769531,856600,0.0,0.0,VMC
2020-08-25 00:00:00-04:00,120.4185297591419,120.77425979307606,117.79383522437571,119.70707702636719,1344600,0.0,0.0,VMC
2020-08-26 00:00:00-04:00,118.54373927497474,119.01483560563426,116.8035545403388,118.14955139160156,1157300,0.0,0.0,VMC
2020-08-27 00:00:00-04:00,119.07253848982957,120.78387458810141,118.98601372164667,119.2744369506836,890400,0.0,0.0,VMC
2020-08-28 00:00:00-04:00,119.62053088791077,119.65898877910031,116.76509664914926,118.14955139160156,655800,0.0,0.0,VMC
2020-08-31 00:00:00-04:00,118.13034151163592,118.19764099621679,115.32297376960632,115.37104797363281,915000,0.0,0.0,VMC
2020-09-01 00:00:00-04:00,114.92878150796636,117.55346847538351,114.67880887556232,117.50540161132812,957300,0.0,0.0,VMC
2020-09-02 00:00:00-04:00,117.30353495808455,121.13962089940583,115.72679762207449,120.5627670288086,892200,0.0,0.0,VMC
2020-09-03 00:00:00-04:00,120.92808002042932,122.2933022645827,117.72653182674115,119.14944458007812,765900,0.0,0.0,VMC
2020-09-04 00:00:00-04:00,120.16855294312211,121.37033463562699,118.69757332511107,120.17816925048828,855700,0.0,0.0,VMC
2020-09-08 00:00:00-04:00,119.85128493801048,119.85128493801048,117.06315001912452,117.64962005615234,1121200,0.0,0.0,VMC
2020-09-09 00:00:00-04:00,117.3227561375219,118.1688152975549,115.0634076112509,116.96703338623047,846300,0.0,0.0,VMC
2020-09-10 00:00:00-04:00,117.54386882738974,119.94743227360199,116.98624034744606,118.57259368896484,593100,0.0,0.0,VMC
2020-09-11 00:00:00-04:00,118.69758044190743,124.41806604227203,118.26494194070314,121.12037658691406,995700,0.0,0.0,VMC
2020-09-14 00:00:00-04:00,121.6203466779646,125.75447997338826,121.48574767161088,125.31221771240234,740300,0.0,0.0,VMC
2020-09-15 00:00:00-04:00,125.86017282815293,128.96557202706782,125.64865811662966,126.35049438476562,830100,0.0,0.0,VMC
2020-09-16 00:00:00-04:00,127.14848543145605,129.3886079560014,124.76415499188649,128.1483612060547,1135100,0.0,0.0,VMC
2020-09-17 00:00:00-04:00,126.72548476693646,129.0617562121964,124.89878230091776,128.5906524658203,752300,0.0,0.0,VMC
2020-09-18 00:00:00-04:00,127.74459130996462,129.5040015951715,126.2640026128429,126.32168579101562,980200,0.0,0.0,VMC
2020-09-21 00:00:00-04:00,123.23551494032563,124.42768785505992,119.77439190334358,121.78376770019531,732400,0.0,0.0,VMC
2020-09-22 00:00:00-04:00,121.91836363097907,124.10080359361602,121.42804191399067,123.47586822509766,487400,0.0,0.0,VMC
2020-09-23 00:00:00-04:00,124.59112054148824,126.98507519319513,121.51456203560407,121.54340362548828,1256900,0.0,0.0,VMC
2020-09-24 00:00:00-04:00,121.20690459390804,125.43717798528768,120.75503346473627,123.58161926269531,683100,0.0,0.0,VMC
2020-09-25 00:00:00-04:00,121.90876870401696,126.1582680847874,121.90876870401696,125.44680786132812,829600,0.0,0.0,VMC
2020-09-28 00:00:00-04:00,126.65816499053251,130.475024324507,126.65816499053251,128.56178283691406,708500,0.0,0.0,VMC
2020-09-29 00:00:00-04:00,127.7253688507577,128.44643789281275,126.11977554068373,127.58114624023438,544200,0.0,0.0,VMC
2020-09-30 00:00:00-04:00,128.2156992809843,131.17689144316202,128.1003329208307,130.3115997314453,1029100,0.0,0.0,VMC
2020-10-01 00:00:00-04:00,130.75383911028024,133.45544182113795,128.6675479966635,129.1963348388672,975100,0.0,0.0,VMC
2020-10-02 00:00:00-04:00,127.14852133079391,132.72479211903664,127.14852133079391,131.52301025390625,1159200,0.0,0.0,VMC
2020-10-05 00:00:00-04:00,132.6767192493905,138.08954951902535,132.65748663170143,136.08978271484375,1533200,0.0,0.0,VMC
2020-10-06 00:00:00-04:00,136.6281366292102,141.47371321319832,135.19560779081777,135.85899353027344,1611500,0.0,0.0,VMC
2020-10-07 00:00:00-04:00,138.26258576139367,142.0506042211887,137.80110567259155,140.82958984375,923500,0.0,0.0,VMC
2020-10-08 00:00:00-04:00,144.20417614761374,147.944119721551,142.92547882580584,147.18458557128906,1698500,0.0,0.0,VMC
2020-10-09 00:00:00-04:00,147.22303907035123,147.58837065449598,143.67537789175606,144.96368408203125,980000,0.0,0.0,VMC
2020-10-12 00:00:00-04:00,145.43484375565882,146.319353481163,142.46402772423428,144.30035400390625,788500,0.0,0.0,VMC
2020-10-13 00:00:00-04:00,139.64706714871474,141.46416092962534,138.80100793383477,140.27198791503906,1127700,0.0,0.0,VMC
2020-10-14 00:00:00-04:00,141.22377824471812,142.8485895389512,140.40656077607943,142.0313720703125,937500,0.0,0.0,VMC
2020-10-15 00:00:00-04:00,140.44505305466802,141.30072124970513,138.3010780797216,140.20469665527344,940200,0.0,0.0,VMC
2020-10-16 00:00:00-04:00,141.50255900061674,142.26209315132874,139.9066042603647,140.77188110351562,876000,0.0,0.0,VMC
2020-10-19 00:00:00-04:00,141.06995999510679,141.26224216173384,138.7625446552043,140.00277709960938,636800,0.0,0.0,VMC
2020-10-20 00:00:00-04:00,141.2526214977072,142.48324486649898,138.62793419850777,139.83932495117188,592100,0.0,0.0,VMC
2020-10-21 00:00:00-04:00,138.98365664297555,141.6179675802556,138.62793393133174,139.11825561523438,607800,0.0,0.0,VMC
2020-10-22 00:00:00-04:00,138.570230335525,140.49308089600603,137.8491613753446,139.24322509765625,513300,0.0,0.0,VMC
2020-10-23 00:00:00-04:00,140.66618051268264,140.9161605635115,138.3202996460195,139.8009033203125,727100,0.0,0.0,VMC
2020-10-26 00:00:00-04:00,137.75304619125066,138.5125805610669,134.60918065923207,135.64752197265625,806900,0.0,0.0,VMC
2020-10-27 00:00:00-04:00,135.98397091648755,137.38764337221951,135.20521891882782,136.61851501464844,565700,0.0,0.0,VMC
